Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,alternative term,antisymmetricProperty,correlatedWith,curator note,definition,definitionEditor,definitionSource,editorNote,editorPreferedTerm,elucidation,exampleOfUsage,expand assertion to,expandExpressionTo,first order logic expression,has associated axiom(fol),has associated axiom(nl),has axiom label,has ID digit count,has ID policy for,has ID prefix,has ID range allocated to,hasAge,hasCurationStatus,hasDiagnostic,hasFinances,hasGender,hasMaritalStatus,hasMinimalInformation,hasObsolescenceReason,hasPercentageDistribution,hasRace,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://protege.stanford.edu/plugins/owl/protege#defaultLanguage,http://purl.org/dc/elements/1.1/contributor,http://purl.org/dc/elements/1.1/coverage,http://purl.org/dc/elements/1.1/creator,http://purl.org/dc/elements/1.1/date,http://purl.org/dc/elements/1.1/description,http://purl.org/dc/elements/1.1/format,http://purl.org/dc/elements/1.1/identifier,http://purl.org/dc/elements/1.1/language,http://purl.org/dc/elements/1.1/publisher,http://purl.org/dc/elements/1.1/relation,http://purl.org/dc/elements/1.1/rights,http://purl.org/dc/elements/1.1/source,http://purl.org/dc/elements/1.1/subject,http://purl.org/dc/elements/1.1/title,http://purl.org/dc/elements/1.1/type,http://purl.org/dc/terms/license,http://www.geneontology.org/formats/oboInOwl#created_by,http://www.geneontology.org/formats/oboInOwl#creation_date,importedFrom,in branch,is allocated id range,isDenotatorType,may be identical to,measures,OBO foundry unique label,ontology term requester,ro:locatedIn,ro:locationOf,ro:participatesIn,ro:partOf,scheduled for obsoletion on or after,term replaced by,term tracker item
http://purl.obolibrary.org/obo/IAO_0000102,data about an ontology part,,"data about an ontology part is a data item about a part of an ontology, for example a term",false,,,http://purl.obolibrary.org/obo/IAO_0000027,,,,,"data about an ontology part is a data item about a part of an ontology, for example a term",Person:Alan Ruttenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,IAO:0000102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Divorced_Status,Divorced,,Indicates a person whose marriage has been legally dissolved and has not remarried.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Marital_Status,Divorced Status,,,,Indicates a person whose marriage has been legally dissolved and has not remarried.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Divorced_Status,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Diseases_Disorders_and_Findings,"Disease, Disorder or Finding",,"A condition that is relevant to human neoplasms and non-neoplastic disorders. This includes observations, test results, history and other concepts relevant to the characterization of human pathologic conditions.",false,,,http://www.w3.org/2002/07/owl#Thing,,,,,"A condition that is relevant to human neoplasms and non-neoplastic disorders. This includes observations, test results, history and other concepts relevant to the characterization of human pathologic conditions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Diseases_Disorders_and_Findings,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53318,Measure of Central Tendency,,,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C53318,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#ClinicalPsychologyActivity,Clinical Psychology Activity,,Any specific activity undertaken during the course of a clinical psychology study,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Activity,,,,,Any specific activity undertaken during the course of a clinical psychology study,,NCI thesaurus,,,,,,,,,,,,,,,,,,,,,,,,,,clip:ClinicalPsychologyActivity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/48176007,Social Context,,,false,,,http://www.w3.org/2002/07/owl#Thing,"Social context (social concept)
Social context, NOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNOMED Clinical Terms,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#AcquiredCapabilityForSuicideScale,Acquired Capability for Suicide Scale,,"The ACSS assesses fearlessness about lethal self-injury as well as self-perceived ability to tolerate the pain involved in self-injury (e.g., “I can tolerate more pain than most people” and “The pain involved in dying frightens me” [reversed]).",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Symptom_Specific_Assessment_Tool,ACSS,,,,"The ACSS assesses fearlessness about lethal self-injury as well as self-perceived ability to tolerate the pain involved in self-injury (e.g., “I can tolerate more pain than most people” and “The pain involved in dying frightens me” [reversed]).",,"Van Orden et al., 2010",,,,,,,,,,,,,,,,,,,,,,,,,,clip:AcquiredCapabilityForSuicideScale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53321,Dispersion,,The variation between data values in a sample.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53313,Statistical Dispersion,,,,The variation between data values in a sample.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C53321,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mental_and_Behavioral_Signs_and_Symptoms,Mental and Behavioral Signs and Symptoms,,Clinical evidence of disease resulting from mental and/or behavioral dysfunction.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Sign_or_Symptom,,,,,Clinical evidence of disease resulting from mental and/or behavioral dysfunction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Mental_and_Behavioral_Signs_and_Symptoms,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88412,Autism Spectrum Disorder,,"A spectrum of developmental disorders that includes autism, Asperger syndrome. Signs and symptoms include poor communication skills, defective social interactions, and repetitive behaviors.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C97179,,,,,"A spectrum of developmental disorders that includes autism, Asperger syndrome. Signs and symptoms include poor communication skills, defective social interactions, and repetitive behaviors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C88412,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C52658,Full Time Employment,,"Employed for a standard number of hours of working time, at least 50% or 20 hours per week",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25172,"Full Time
Full-time Employment",,,,"Employed for a standard number of hours of working time, at least 50% or 20 hours per week",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C52658,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53323,Standard Error,,"The standard deviations of the sample in a frequency distribution, obtained by dividing the standard deviation by the square root of the total number of cases in the frequency distribution.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53321,"Standard Error of the Mean
SE
SEM",,,,"The standard deviations of the sample in a frequency distribution, obtained by dividing the standard deviation by the square root of the total number of cases in the frequency distribution.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C53323,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Health_Status,Health Status,,The state of a subject's mental or physical condition.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Personal_Attribute,,,,,The state of a subject's mental or physical condition.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Health_Status,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94593,Optimism,,The tendency to believe that there is good in everything and to have positive thoughts about most things that happen.NCI-GLOSS,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Emotion,,,,,The tendency to believe that there is good in everything and to have positive thoughts about most things that happen.NCI-GLOSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C94593,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53229,Non-Parametric Test,,"In statistical inference procedures (hypothesis tests and confidence intervals), nonparametric procedures are those that are relatively free of assumptions about population parameters.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53228,Nonparametric Test,,,,"In statistical inference procedures (hypothesis tests and confidence intervals), nonparametric procedures are those that are relatively free of assumptions about population parameters.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C53229,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C92622,Generalized Anxiety Disorder,,"An anxiety disorder characterized by excessive and difficult-to-control worry about a number of life situations. The worry is accompanied by restlessness, fatigue, inability to concentrate, irritability, muscle tension, and/or sleep disturbance and lasts for at least 6 months.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Anxiety_Disorder,GAD,,,,"An anxiety disorder characterized by excessive and difficult-to-control worry about a number of life situations. The worry is accompanied by restlessness, fatigue, inability to concentrate, irritability, muscle tension, and/or sleep disturbance and lasts for at least 6 months.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C92622,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/65853000,Student,,Is a Worker not reporting any occupation. Is a person in the educational environment.,false,,,http://purl.bioontology.org/ontology/SNOMEDCT/14679004,"Student (occupation)
Student, NOS",,,,Is a Worker not reporting any occupation. Is a person in the educational environment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNOMED Clinical Terms.,,,,,,,,,,,,,,
"http://purl.org/net/miCLIP#PercentageDistributionByDisease,DisorderOrFinding","Percentage Distribution by Disease, Disorder or Finding",,,false,,,http://purl.org/net/miCLIP#PercentageDistribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j.3:DisorderOrFinding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/CSP/2483-7638,Suicide,,act or an instance of intentionally killing oneself.,false,,,http://purl.bioontology.org/ontology/CSP/2483-7540,,,,,act or an instance of intentionally killing oneself.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRISP Thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C83503,Statistic,,A datum that can be represented numerically.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25474,,,,,A datum that can be represented numerically.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C83503,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_8000010,exclusion subset ontology module,,"A subset of an ontology that is intended to be excluded for some purpose. For example, a blacklist of classes.",false,,,http://purl.obolibrary.org/obo/IAO_8000006,antislim,,,,"A subset of an ontology that is intended to be excluded for some purpose. For example, a blacklist of classes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,IAO:8000010,,,,,,,,,,,,,,,,,,,cjm,2018-05-20T20:59:57Z,,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/MESH/D015331,Cohort Studies,,"Studies in which subsets of a defined population are identified. These groups may or may not be exposed to factors hypothesized to influence the probability of the occurrence of a particular disease or other outcome. Cohorts are defined populations which, as a whole, are followed in an attempt to determine distinguishing subgroup characteristics.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25391,"Analyses, Cohort
Closed Cohort Study
Cohort Analyses
Cohort Analysis
Cohort Studies, Closed
Cohort Studies, Historical
Cohort Study
Cohort Study, Closed
Cohort Study, Historical
Concurrent Studies
Concurrent Study
Historical Cohort Study
Incidence Study
Studies, Closed Cohort
Studies, Cohort
Studies, Concurrent
Studies, Historical Cohort
Studies, Incidence
Study, Closed Cohort
Study, Cohort
Study, Concurrent
Study, Historical Cohort
Study, Incidence
COHORT STUDIES HIST
COHORT ANAL
HIST COHORT STUDIES
ANAL COHORT
STUDIES HIST COHORT
Analysis, Cohort
Closed Cohort Studies
Historical Cohort Studies
Incidence Studies",,,,"Studies in which subsets of a defined population are identified. These groups may or may not be exposed to factors hypothesized to influence the probability of the occurrence of a particular disease or other outcome. Cohorts are defined populations which, as a whole, are followed in an attempt to determine distinguishing subgroup characteristics.",,,,,,,,,,,,,,,,,,,,,,,,,,,,MESH:D015331,,,,,,,,,,,,,,,,,,,,,MeSH,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#PercentageDistributionByRace,Percentage Distribution by Race,,,false,,,http://purl.org/net/miCLIP#PercentageDistribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clip:PercentageDistributionByRace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#PercentageDistributionByGender,Percentage Distribution by Gender,,,false,,,http://purl.org/net/miCLIP#PercentageDistribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clip:PercentageDistributionByGender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#DistressToleranceTest,Distress Tolerance Test,,"The DTT is a behavioral index of distress tolerance during which 
participants complete an alternative form of the Wisconsin Card 
Sort Test.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Symptom_Specific_Assessment_Tool,DTT,,,,"The DTT is a behavioral index of distress tolerance during which 
participants complete an alternative form of the Wisconsin Card 
Sort Test.",,"Nock and Mendes, 2008",,,,,,,,,,,,,,,,,,,,,,,,,,clip:DistressToleranceTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61483,Frustration,,"The motivational and/or affective state of annoyance resulting from being blocked, thwarted, disappointed or defeated.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mental_and_Behavioral_Signs_and_Symptoms,Frustrated,,,,"The motivational and/or affective state of annoyance resulting from being blocked, thwarted, disappointed or defeated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C61483,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53319,Mean,,The sum of a set of values divided by the number of values in the set.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53318,Statistical Mean,,,,The sum of a set of values divided by the number of values in the set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C53319,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/87991007,Gender Identity Disorder,,,false,,,http://purl.bioontology.org/ontology/SNOMEDCT/66936004,"Sexual orientation disturbance
Gender identity disorder (disorder)
Gender identity disorder, NOS
Sexual orientation disturbance, NOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNOMED clinical terms,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/SNOMEDCT/273596002,Medical Outcomes Study Short form General Health Survey,,,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Symptom_Specific_Assessment_Tool,Medical outcomes study short form general health survey (assessment scale),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNOMED CT,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#CausalAnalysis,Causal Analysis,,A causal Analysis is a variable which causes change in another variable.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25391,,,,,A causal Analysis is a variable which causes change in another variable.,,Oxford Dictionary,,,,,,,,,,,,,,,,,,,,,,,,,,clip:CausalAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C88411,Obsessive Compulsive Disorder,,"Recurrent obsessions or compulsions that are severe enough to be time consuming (i.e., they take more than 1 hour a day) or cause marked distress or significant impairment (DSM-IV).",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Anxiety_Disorder,"OCD
Obsessive-Compulsive Disorder",,,,"Recurrent obsessions or compulsions that are severe enough to be time consuming (i.e., they take more than 1 hour a day) or cause marked distress or significant impairment (DSM-IV).",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C88411,,,,,,,,,,,,,,,,,,,,,NCI Thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53322,Standard Deviation,,"A measure of the range of values in a set of numbers. Standard deviation is a statistic used as a measure of the dispersion or variation in a distribution, equal to the square root of the arithmetic mean of the squares of the deviations from the arithmetic mean.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53321,SD,,,,"A measure of the range of values in a set of numbers. Standard deviation is a statistic used as a measure of the dispersion or variation in a distribution, equal to the square root of the arithmetic mean of the squares of the deviations from the arithmetic mean.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C53322,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C92621,Acute Stress Disorder,,An anxiety disorder precipitated by an experience of intense fear or horror while exposed to a traumatic (especially life-threatening) event. The disorder is characterized by dissociative symptoms; vivid recollections of the traumatic event; avoidance of stimuli associated with the traumatic event; and a constant state of hyperarousal for no more than one month.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Anxiety_Disorder,,,,,An anxiety disorder precipitated by an experience of intense fear or horror while exposed to a traumatic (especially life-threatening) event. The disorder is characterized by dissociative symptoms; vivid recollections of the traumatic event; avoidance of stimuli associated with the traumatic event; and a constant state of hyperarousal for no more than one month.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C92621,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#AdequateFinances,Adequate Finances,,,false,,,http://purl.org/net/miCLIP#AdequacyOfIncome,Income sufficient to meet needs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clip:AdequateFinances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53231,t-Test,,"A statistical hypothesis test based on a test statistic whose sampling distribution is a t-distribution. The term ""t-test"" is often used in a narrower sense: it refers to a popular test aimed at testing the hypothesis that the population mean is equal to some value m (see also t-statistic). The most popular t-tests are aimed at testing the following hypotheses: 1. The population mean is as hypothesized (the population variance is not known); 2. The means of two populations are equal (the population variances are not known but equal); 3. The means of two populations are equal (the population variances are not known and not equal); 4. The correlation coefficient for two random variables is zero; 5. The slope of the population regression line is zero.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53230,t test,,,,"A statistical hypothesis test based on a test statistic whose sampling distribution is a t-distribution. The term ""t-test"" is often used in a narrower sense: it refers to a popular test aimed at testing the hypothesis that the population mean is equal to some value m (see also t-statistic). The most popular t-tests are aimed at testing the following hypotheses: 1. The population mean is as hypothesized (the population variance is not known); 2. The means of two populations are equal (the population variances are not known but equal); 3. The means of two populations are equal (the population variances are not known and not equal); 4. The correlation coefficient for two random variables is zero; 5. The slope of the population regression line is zero.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C53231,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#ComparativeAnalysis,Comparative Analysis,,"The item-by-item comparison of two or more comparable alternatives, processes, products, qualifications, sets of data, systems, or the like.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25391,,,,,"The item-by-item comparison of two or more comparable alternatives, processes, products, qualifications, sets of data, systems, or the like.",,http://www.businessdictionary.com/definition/comparative-analysis.html,,,,,,,,,,,,,,,,,,,,,,,,,,clip:ComparativeAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Drug_Abuse,Drug Abuse,,The use of a drug for a reason other than which it was intended or in a manner or in quantities other than directed.,false,,,http://purl.bioontology.org/ontology/CRISP/2821-5000,"Recreational Drug Use
drug misuse",,,,The use of a drug for a reason other than which it was intended or in a manner or in quantities other than directed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Drug_Abuse,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.org/net/miCLIP#MedicalStatus,Medical Status,,"Medical states or medical conditions are used to describe a patient's condition in a hospital. These terms are most commonly used by the news media and are rarely used by doctors, who in their daily business prefer to deal with medical problems in greater detail.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Personal_Attribute,medical condition,,,,"Medical states or medical conditions are used to describe a patient's condition in a hospital. These terms are most commonly used by the news media and are rarely used by doctors, who in their daily business prefer to deal with medical problems in greater detail.",,en.wikipedia.org/wiki/Medical_status,,,,,,,,,,,,,,,,,,,,,,,,,,clip:MedicalStatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Panic,Panic,,"Sudden extreme anxiety or fear that may cause irrational thoughts or actions. Panic may include rapid heart rate, flushing (a hot, red face), sweating, and trouble breathing.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mental_and_Behavioral_Signs_and_Symptoms,,,,,"Sudden extreme anxiety or fear that may cause irrational thoughts or actions. Panic may include rapid heart rate, flushing (a hot, red face), sweating, and trouble breathing.",,NCI-GLOSS,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:Panic,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.bioontology.org/ontology/CSP/4008-0046,Heterosexual,,sexual attraction or relationship between members of the opposite sex.,false,,,http://purl.bioontology.org/ontology/CSP/4008-0087,,,,,sexual attraction or relationship between members of the opposite sex.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CRISP thesaurus, 2006",,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_8000003,main release ontology module,,An ontology module that is intended to be the primary release product and the one consumed by the majority of tools.,false,,,http://purl.obolibrary.org/obo/IAO_8000000,,,,,An ontology module that is intended to be the primary release product and the one consumed by the majority of tools.,,,TODO: Add logical axioms that state that a main release ontology module is derived from (directly or indirectly) an editors module,,,,,,,,,,,,,,,,,,,,,,,,,IAO:8000003,,,,,,,,,,,,,,,,,,,cjm,2018-05-20T20:56:13Z,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_8000014,generated ontology module,,"An ontology module that is automatically generated, for example via a SPARQL query or via template and a CSV.",false,,,http://purl.obolibrary.org/obo/IAO_8000000,,,,,"An ontology module that is automatically generated, for example via a SPARQL query or via template and a CSV.",,,TODO: Add axioms (using PROV-O?) that indicate this is the output-of some reasoning process,,,,,,,,,,,,,,,,,,,,,,,,,IAO:8000014,,,,,,,,,,,,,,,,,,,cjm,2018-05-20T21:21:12Z,,,,,,,,,,,,,,,
http://www.geneontology.org/formats/oboInOwl#DbXref,DbXref,,,false,,,http://purl.obolibrary.org/obo/IAO_0000102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oboInOwl:DbXref,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85542,R Squared,,The goodness of fit statistic for the terminal elimination phase.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19044,"R2
Coefficient of Determination",,,,The goodness of fit statistic for the terminal elimination phase.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C85542,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34721,Hysteria,,"Historical term for a chronic, but fluctuating, disorder beginning in early life and characterized by recurrent and multiple somatic complaints not apparently due to physical ilness. this diagnosis is not used in  conteporary practice. MSH2003_2003_05_12",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C36280,,,,,"Historical term for a chronic, but fluctuating, disorder beginning in early life and characterized by recurrent and multiple somatic complaints not apparently due to physical ilness. this diagnosis is not used in  conteporary practice. MSH2003_2003_05_12",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C34721,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C4786,Dementia,,"Loss of intellectual abilities interfering with an individual's social and occupational functions. Causes include Alzheimer's disease, brain injuries, brain tumors, and vascular disorders.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C92196,,,,,"Loss of intellectual abilities interfering with an individual's social and occupational functions. Causes include Alzheimer's disease, brain injuries, brain tumors, and vascular disorders.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C4786,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53320,Mode,,"The value which occurs most often in a set of values. If no value is repeated, there is no mode. If more than one value occurs with the same greatest frequency, each value is a mode.",false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53318,Statistical Mode,,,,"The value which occurs most often in a set of values. If no value is repeated, there is no mode. If more than one value occurs with the same greatest frequency, each value is a mode.",,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C53320,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2934,Central Nervous System Disorder,,A non-neoplastic or neoplastic disorder which affects the brain and/or spinal cord.,false,,,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26835,"Central Nervous System Disease
Disorder of Central Nervous System",,,,A non-neoplastic or neoplastic disorder which affects the brain and/or spinal cord.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thesaurus:C2934,,,,,,,,,,,,,,,,,,,,,NCI thesaurus,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_0000027,data item,,,false,,,http://purl.obolibrary.org/obo/IAO_0000030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAO:0000027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
