Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,http://protege.stanford.edu/plugins/owl/protege#defaultLanguage,Alt name,http://purl.obolibrary.org/obo/IAO_0000119#formal_citation
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Communication_Skills,Communication Skills,,"Individual ability or competency in any type of
communication. Limited to human populations.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Communicative Competence,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Communication_Skills_Training,Communication Skills Training,,"Instruction, usually group oriented, to increase
quality and capability of interpersonal
communication.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Communication_Systems,Communication Systems,,"Organized schemes for transmitting and receiving
information.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Communication_Theory,Communication Theory,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Communications_Media,Communications Media,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Media (Communications),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Communism,Communism,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Communities,Communities,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Communities_of_Practice,Communities of Practice,,Groups or associations of professionals who share a common interest or skill and come together to collectively learn and solve problems.,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Community_Attitudes,Community Attitudes,,"Attitudes which characterize a group of
individuals living in close proximity and
organized into a social structure, however
tenuous.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Community_College_Students,Community College Students,,"Students attending public postsecondary
institutions offering 2-year degree programs and
transfer components.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Community_Colleges,Community Colleges,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Community_Counseling,Community Counseling,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Community_Development,Community Development,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Community_Facilities,Community Facilities,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Community_Involvement,Community Involvement,,"Involvement of an individual in community
activities.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Citizen Participation|Civic Behavior,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Community_Mental_Health,Community Mental Health,,"General psychological well being or adjustment of
persons in a given area.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Community_Mental_Health_Centers,Community Mental Health Centers,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Mental Health Centers (Community),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Community_Mental_Health_Services,Community Mental Health Services,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Community_Mental_Health_Training,Community Mental Health Training,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Training (Community Mental Health)|Mental Health Training (Community),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Community_Psychiatry,Community Psychiatry,,"Branch of psychiatry concerned with the provision
and delivery of community health care needs such
as diagnosis; treatment; primary, secondary, and
tertiary prevention; rehabilitation; and
aftercare. Such services are usually delivered at
community mental health centers.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Community_Psychology,Community Psychology,,"Branch of psychology that emphasizes the analysis
of social processes and interactions and design of
social interventions within groups and the
community.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Community_Services,Community Services,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Community_Welfare_Services,Community Welfare Services,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Public Welfare Services,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Commuting_(Travel),Commuting (Travel),,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Comorbidity,Comorbidity,,"Coexistence of two or more physical and/or mental
disorders.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Comparative_Psychology,Comparative Psychology,,"Branch of psychology devoted to the study of
behavioral differences between organisms of
different species. Use SPECIES DIFFERENCES for
comparative studies.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Compensation_(Defense_Mechanism),Compensation (Defense Mechanism),,"Defense mechanism of covering up or making up for
conscious or unconscious insecurity or feelings of
failure.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Compensatory_Education,Compensatory Education,,"Education designed to enhance intellectual and
social skills of disadvantaged students, and to
compensate for environmental, experiential,
cultural, or economic deficits. Compare REMEDIAL
EDUCATION.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Competence,Competence,,"Possession of sufficient skills, knowledge, or
qualities as required in a given situation.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Competency_to_Stand_Trial,Competency to Stand Trial,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Competition,Competition,,Used for human and animal populations.,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Complex_Regional_Pain_Syndrome_(Type_I),Complex Regional Pain Syndrome (Type I),,"Painful condition, usually injury-induced, often described as burning pain in one or more extremities.  Use Neuralgia for Complex Regional Pain Syndrome (Type II).",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,CRPS-I|Reflex Sympathetic Dystrophy,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Compliance,Compliance,,Limited to human populations.,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Complications_(Disorders),Complications (Disorders),,Undesirable effects resulting from a secondary disease or conditions arising during the course of or as a consequence of another disease. (See COMORBIDITY),FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Comprehension,Comprehension,,"Knowledge or understanding of communications,
objects, events, or situations as relates to their
meaning, significance, relationships, or general
principles.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Understanding,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Comprehension_Tests,Comprehension Tests,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Compressed_Speech,Compressed Speech,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Compulsions,Compulsions,,"Repetitive behaviors, usually of an irrational and
uncontrollable nature.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computational_Modeling,Computational Modeling,,"Any account of cognitive or psychobiological processes that assumes that the human mind functions like a digital computer, specifically in its ability to form representations of events and objects and to carry out complex sequences of operations on these representations.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Computational Model,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computational_Neuroscience,Computational Neuroscience,,"Computational neuroscience utilizes mathematical models, algorithms, and simulation to study neural mechanisms.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Neuroinformatics,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Anxiety,Computer Anxiety,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Applications,Computer Applications,,"Application of computers, computer technology, or
software to any area.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Assisted_Design,Computer Assisted Design,,"Use of a computer system to design a product so
that it can be displayed, manipulated, and revised
or modified quickly and easily.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Assisted_Diagnosis,Computer Assisted Diagnosis,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Assisted_Instruction,Computer Assisted Instruction,,"Use of computers to present instructional
materials to students and to assess performance.
Compare TEACHING MACHINES.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Instruction (Computer Assisted)|Computer Based Training,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Assisted_Language_Learning,Computer Assisted Language Learning,,The use of computer technology in language learning.,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,CALL,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Assisted_Testing,Computer Assisted Testing,,"Use of computers in test construction or
administration, usually in an educational or
employment setting. Not used for diagnosis.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Assisted_Therapy,Computer Assisted Therapy,,Adjunctive use of computers in the treatment of disease.,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Attitudes,Computer Attitudes,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Games,Computer Games,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Video Games,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Literacy,Computer Literacy,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Mediated_Communication,Computer Mediated Communication,,"Use of computer technologies to support human
communication. Examples include email, chat, and
Internet or local computer network forums.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Electronic Mail|Email,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Peripheral_Devices,Computer Peripheral Devices,,"Computer peripheral components and hand-held
microcomputer devices used for entering data, and
collecting, displaying, receiving, and
communicating information.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Programming,Computer Programming,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Programming (Computer),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Programming_Languages,Computer Programming Languages,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Programming Languages (Computer),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Science,Computer Science,,Study of the theory and methods of processing information in computers and computer based systems.,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Searching,Computer Searching,,"Use of computerized interactive communication
system to access and retrieve information.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Online Searching,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Simulation,Computer Simulation,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Software,Computer Software,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Computer Programs,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Training,Computer Training,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Usage,Computer Usage,,Time spent using a computer.  Compare HUMAN COMPUTER INTERACTION.,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Computer Use,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computers,Computers,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Concentration,Concentration,,"Cognitive effort directed to one object or area of
study.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Concentration_Camps,Concentration Camps,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Concept_Formation,Concept Formation,,"Developmental or learning process involving
identification of common properties of objects,
events, or qualities, usually represented by words
or symbols, and generalization of those properties
to all appropriate objects, events, or qualities.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Conceptualization|Concept Learning,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Concepts,Concepts,,"Generic ideas or categories derived from common
properties of objects, events, or qualities,
usually represented by words or symbols.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Conceptual_Imagery,Conceptual Imagery,,"Mental representation of concepts or conceptual
relationships.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Imagery (Conceptual),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Conceptual_Tempo,Conceptual Tempo,,"The dimension of cognitive style often measured by
response latency or the time required to solve a
problem.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Concurrent_Reinforcement_Schedules,Concurrent Reinforcement Schedules,,"Simultaneous use of two or more reinforcement
schedules.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Conditioned_Emotional_Responses,Conditioned Emotional Responses,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,CER (Conditioning),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Conditioned_Fear,Conditioned Fear,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Conditioned_Responses,Conditioned Responses,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Conditioned Reflex,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Conditioned_Stimulus,Conditioned Stimulus,,"In classical conditioning, that stimulus (e.g., a
light) that acquires the capacity to elicit a
conditioned response (e.g., salivation) as a
result of that stimulus having been paired
consistently with an unconditioned stimulus (e.g.,
food). In operant conditioning, those stimuli
(S+,S-) which differentially signal the presence
or absence of reinforcement. Compare CUES.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Discriminative Stimulus,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Conditioned_Suppression,Conditioned Suppression,,"Learned behavior or the conditioning procedure in
which the pairing of a neutral stimulus with an
aversive stimulus, presented during the
performance of a positively-reinforced behavior,
results in a decrease of that behavior.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Suppression (Conditioned)|Conditioned Inhibition,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Conditioning,Conditioning,,"A process or procedure used to modify or change
behavior.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Condoms,Condoms,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Conduct_Disorder,Conduct Disorder,,"Repetitive and persistent aggressive or
nonaggressive behavior in which basic rights of
others or social norms are violated. Self esteem
is generally low, and an inability to develop
social relationships and lack of concern for
others may or may not be present.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Cones_(Eye),Cones (Eye),,"Photoreceptor cells in the retina that function in
relatively bright light and detect fine detail and color.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Cones (Retina),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Confabulation,Confabulation,,"Giving untruthful answers to questions about
situations or events that are not recalled due to
loss of memory. Confabulation is not a conscious
attempt to deceive.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Confession_(Religion),Confession (Religion),,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Confidence_Limits_(Statistics),Confidence Limits (Statistics),,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Conflict,Conflict,,Hostile encounter or antagonistic state or action.,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Conflict_of_Interest,Conflict of Interest,,"A situation in which an individual or organization (either
private or governmental) is in a position to exploit a
professional or official capacity in some way for their
personal, corporate, or political benefit.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Conflict_Resolution,Conflict Resolution,,"Process of reducing or removing antagonisms among
individuals, groups, organizations, or political
entities.",FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Reconciliation,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Conformity_(Personality),Conformity (Personality),,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Confucianism,Confucianism,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Congenital_Disorders,Congenital Disorders,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Congenital Abnormalities|Birth Defects|Congenital Defects|Congenitally Handicapped,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Conjoined_Twins,Conjoined Twins,,,FALSE,,,http://www.w3.org/2002/07/owl#Thing,,Siamese Twins,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
